match_number,kickoff_at,home,away,home_goals_90,away_goals_90,extra_time_home_goals,extra_time_away_goals,winner,resolution,shootout_home,shootout_away,actual_1x2,actual_home_advanced,historical_p_home_90,historical_p_draw_90,historical_p_away_90,historical_score_probability,historical_p_home_advances,group_form_p_home_90,group_form_p_draw_90,group_form_p_away_90,group_form_score_probability,group_form_p_home_advances,pre_round16_form_p_home_90,pre_round16_form_p_draw_90,pre_round16_form_p_away_90,pre_round16_form_score_probability,pre_round16_form_p_home_advances
90,2026-07-04T18:00:00+00:00,Canada,Morocco,0,3,0,0,Morocco,90min,,,away,0,0.2788024367742811,0.2885916283929056,0.43260593483281334,0.04197483726366153,0.4080945256268209,0.280175579908121,0.2879604347004344,0.43186398539144466,0.04076756286698657,0.4102349843144021,0.27914907342876627,0.2888478926852256,0.4320030338860082,0.041609661250215126,0.4091032404024982
89,2026-07-04T21:00:00+00:00,Paraguay,France,0,1,0,0,France,90min,,,away,0,0.1290768217897672,0.24199691332119894,0.6289262648890338,0.11271419149691331,0.21600224752875496,0.1257688724009506,0.23836082339071032,0.6358703042083391,0.10110622885953989,0.20503127359675588,0.1258986688913853,0.2389537400197211,0.6351475910888936,0.10675687516930941,0.2060791601120967
91,2026-07-05T20:00:00+00:00,Brazil,Norway,1,2,0,0,Norway,90min,,,away,0,0.46193027143437937,0.2946024363364399,0.24346729222918082,0.06443801977240592,0.6281273138239747,0.4666631172282125,0.2920845115299805,0.24125237124180707,0.06481036450639917,0.6358327288552352,0.46674566429436837,0.29217106429250705,0.24108327141312466,0.06487457462561376,0.6360855799057421
92,2026-07-06T02:00:00+00:00,Mexico,England,2,3,0,0,England,90min,,,away,0,0.19575261028987317,0.2709989226978762,0.5332484670122507,0.030270370963236565,0.3030029744683158,0.20148139990829023,0.275600209983311,0.5229183901083989,0.02712650580768092,0.32008863230534496,0.20500037622858447,0.2771096089023639,0.5178900148690517,0.027101117748781052,0.3288948872831969
93,2026-07-06T20:00:00+00:00,Portugal,Spain,0,1,0,0,Spain,90min,,,away,0,0.18079725193248422,0.282359250929917,0.5368434971375988,0.09499038824188474,0.29939699681621096,0.18280602123594533,0.28440911149724496,0.5327848672668097,0.11011426220313156,0.3059286954082632,0.18129181609941591,0.2838187483399491,0.5348894355606351,0.1083109251002315,0.30213361721528853
94,2026-07-07T03:00:00+00:00,USA,Belgium,1,4,0,0,Belgium,90min,,,away,0,0.24119782429918527,0.29443727123967706,0.4643649044611377,0.022362203417050527,0.3678732561701009,0.2460524135019815,0.29492432667192736,0.4590232598260912,0.021943098632321426,0.3786739467636316,0.24753203056657735,0.2952023132681164,0.4572656561653062,0.021351428097164983,0.38211227937665904
95,2026-07-07T16:00:00+00:00,Argentina,Egypt,3,2,0,0,Argentina,90min,,,home,1,0.7874386304196004,0.1296767608202668,0.08288460876013282,0.02247523279580809,0.8770815965271942,0.7854618750965756,0.13101906779704106,0.08351905710638338,0.02198461780171773,0.8748585255953811,0.7815198476812629,0.13343239893535777,0.08504775338337933,0.022432463313013632,0.8703600778320443
96,2026-07-07T23:00:00+00:00,Switzerland,Colombia,0,0,0,0,Switzerland,penalties,4.0,3.0,draw,1,0.249736268461947,0.28895188375432146,0.46131184778373163,0.08227590653744411,0.3834769074402443,0.2497497997815234,0.288212243317509,0.46203795690096755,0.07660452446075966,0.3826894906394868,0.2518371382905568,0.28981174406184484,0.45835111764759845,0.08659929512927358,0.3887564387063489
