home_team,away_team,base_home,base_draw,base_away,adjusted_home,adjusted_draw,adjusted_away,final_home,final_draw,final_away,max_abs_shift_pre_draw,sum_abs_shift_pre_draw,max_abs_shift_final,base_argmax,adjusted_argmax,final_argmax,argmax_changed_pre_draw,argmax_changed_final,squad_top26_diff,tm_market_value_log_diff,tm_caps_diff,tm_recent_injury_days_diff,context_shift
Japan,France,0.546351,0.443884,0.009766,0.486167,0.436172,0.077661,0.486167,0.436172,0.077661,0.067895,0.135791,0.067895,casa,casa,casa,False,False,-8.115385,-1.504545,-0.021277,0.147636,0.0
Ecuador,Netherlands,0.647115,0.343701,0.009183,0.588762,0.334356,0.076882,0.588762,0.334356,0.076882,0.067698,0.135397,0.067698,casa,casa,casa,False,False,-8.615385,-1.116348,-0.432558,0.083085,0.0
USA,Spain,0.487188,0.490337,0.022474,0.426565,0.483489,0.089946,0.445963,0.46,0.094037,0.067472,0.134944,0.071562,empate,empate,empate,False,False,-7.923077,-1.374842,0.199593,0.375454,0.0
USA,France,0.494096,0.491121,0.014783,0.433513,0.484283,0.082204,0.453925,0.46,0.086075,0.067421,0.134842,0.071292,casa,empate,empate,True,True,-8.038462,-1.200862,0.080852,0.342945,0.0
Panama,Ecuador,0.547381,0.443595,0.009025,0.487386,0.436299,0.076315,0.487386,0.436299,0.076315,0.06729,0.13458,0.06729,casa,casa,casa,False,False,-7.110256,-2.276241,0.077679,-0.422697,0.0
Mexico,Brazil,0.603311,0.384789,0.0119,0.544742,0.376147,0.079111,0.544742,0.376147,0.079111,0.067211,0.134422,0.067211,casa,casa,casa,False,False,-8.076923,-1.737575,0.541998,-0.34005,0.0
Tunisia,Senegal,0.510012,0.479692,0.010296,0.450112,0.472454,0.077434,0.460738,0.46,0.079262,0.067138,0.134275,0.068966,casa,empate,casa,True,False,-8.076923,-1.604605,-0.134578,-0.281539,0.0
IR Iran,Türkiye,0.603168,0.389193,0.007639,0.544216,0.381158,0.074626,0.544216,0.381158,0.074626,0.066987,0.133974,0.066987,casa,casa,casa,False,False,-7.038462,-2.425878,-0.069287,-0.372889,0.0
Ecuador,Argentina,0.532094,0.453499,0.014406,0.473022,0.44571,0.081268,0.473022,0.44571,0.081268,0.066862,0.133723,0.066862,casa,casa,casa,False,False,-8.653846,-1.072158,-0.145575,0.125214,0.0
Uzbekistan,Türkiye,0.513275,0.473183,0.013542,0.454521,0.465091,0.080387,0.458847,0.46,0.081153,0.066846,0.133692,0.067611,casa,empate,empate,True,True,-8.638462,-2.170658,-0.217751,-1.743916,0.0
Bosnia and Herzegovina,Belgium,0.334058,0.542583,0.123359,0.273266,0.536581,0.190154,0.318423,0.46,0.221577,0.066795,0.13359,0.098218,empate,empate,empate,False,False,-7.692308,-1.413823,-0.184734,-0.088613,0.0
Mexico,Germany,0.636698,0.354389,0.008913,0.578842,0.345575,0.075583,0.578842,0.345575,0.075583,0.066669,0.133339,0.066669,casa,casa,casa,False,False,-7.961538,-1.525873,-0.350361,-0.401275,0.0
Uzbekistan,Switzerland,0.507615,0.448843,0.043542,0.449527,0.440324,0.110149,0.449527,0.440324,0.110149,0.066607,0.133214,0.066607,casa,casa,casa,False,False,-8.753846,-2.090615,-0.25713,-1.835607,0.0
IR Iran,Switzerland,0.601571,0.389745,0.008684,0.543357,0.381659,0.074984,0.543357,0.381659,0.074984,0.066299,0.132599,0.066299,casa,casa,casa,False,False,-7.153846,-2.345835,-0.108666,-0.46458,0.0
Curaçao,Congo DR,0.547038,0.443401,0.009561,0.48862,0.435601,0.075779,0.48862,0.435601,0.075779,0.066218,0.132437,0.066218,casa,casa,casa,False,False,-8.428205,-1.178289,-0.240937,-0.771576,0.0
Ghana,Brazil,0.443269,0.514272,0.042459,0.383811,0.507583,0.108606,0.4209,0.46,0.1191,0.066147,0.132294,0.076642,empate,empate,empate,False,False,-8.5,-0.834023,0.520796,0.234306,0.0
Senegal,France,0.547637,0.44085,0.011513,0.488782,0.433573,0.077644,0.488782,0.433573,0.077644,0.066131,0.132263,0.066131,casa,casa,casa,False,False,-7.807692,-1.134772,-0.425277,0.001682,0.0
Senegal,Spain,0.49159,0.494298,0.014112,0.432059,0.487716,0.080225,0.455435,0.46,0.084565,0.066113,0.132225,0.070453,empate,empate,empate,False,False,-7.692308,-1.308752,-0.306537,0.034191,0.0
Tunisia,USA,0.589818,0.401224,0.008958,0.53202,0.393148,0.074832,0.53202,0.393148,0.074832,0.065874,0.131748,0.065874,casa,casa,casa,False,False,-7.846154,-1.538515,-0.640707,-0.622801,0.0
Czechia,Brazil,0.431291,0.534727,0.033983,0.372312,0.52814,0.099548,0.426076,0.46,0.113924,0.065565,0.131131,0.079941,empate,empate,empate,False,False,-8.0,-1.958611,0.732445,-0.602952,0.0
Ghana,Germany,0.475215,0.494361,0.030425,0.416504,0.487597,0.095898,0.438937,0.46,0.101063,0.065474,0.130948,0.070639,empate,empate,empate,False,False,-8.384615,-0.622321,-0.371564,0.173081,0.0
Mexico,Portugal,0.546564,0.444687,0.008749,0.488016,0.437793,0.074191,0.488016,0.437793,0.074191,0.065441,0.130883,0.065441,casa,casa,casa,False,False,-7.153846,-1.531362,-0.496031,0.156842,0.0
Tunisia,Japan,0.52426,0.466149,0.009591,0.465888,0.459178,0.074933,0.465888,0.459178,0.074933,0.065342,0.130684,0.065342,casa,casa,casa,False,False,-7.769231,-1.234832,-0.538578,-0.427492,0.0
Australia,Türkiye,0.652331,0.340313,0.007355,0.595551,0.33207,0.072379,0.595551,0.33207,0.072379,0.065024,0.130047,0.065024,casa,casa,casa,False,False,-7.076923,-1.725848,-0.357705,0.145218,0.0
Jordan,Algeria,0.582334,0.408434,0.009232,0.524883,0.400884,0.074233,0.524883,0.400884,0.074233,0.065002,0.130004,0.065002,casa,casa,casa,False,False,-5.820513,-3.872031,-0.899741,-2.607967,0.0
Qatar,Scotland,0.557192,0.429611,0.013197,0.499931,0.421888,0.07818,0.499931,0.421888,0.07818,0.064983,0.129966,0.064983,casa,casa,casa,False,False,-6.884615,-3.031113,-0.112778,-1.074996,0.0
Saudi Arabia,Algeria,0.528622,0.460324,0.011054,0.470055,0.453973,0.075973,0.470055,0.453973,0.075973,0.064919,0.129838,0.064919,casa,casa,casa,False,False,-5.230769,-3.786128,-2.568665,-2.462013,0.0
Czechia,Germany,0.509829,0.476968,0.013203,0.452255,0.469771,0.077974,0.460589,0.46,0.079411,0.064771,0.129542,0.066208,casa,empate,casa,True,False,-7.884615,-1.746909,-0.159914,-0.664177,0.0
Tunisia,Austria,0.584281,0.406919,0.0088,0.527396,0.399235,0.073369,0.527396,0.399235,0.073369,0.064569,0.129138,0.064569,casa,casa,casa,False,False,-7.884615,-0.96246,-0.612057,-0.099553,0.0
Cape Verde Islands,Scotland,0.475331,0.501764,0.022904,0.417306,0.495449,0.087245,0.446625,0.46,0.093375,0.064341,0.128681,0.07047,empate,empate,empate,False,False,-7.576923,-1.151676,-0.254596,-0.225905,0.0
Australia,Switzerland,0.639282,0.352865,0.007853,0.583102,0.344717,0.072181,0.583102,0.344717,0.072181,0.064329,0.128657,0.064329,casa,casa,casa,False,False,-7.192308,-1.645806,-0.397084,0.053526,0.0
Uzbekistan,Colombia,0.46525,0.506487,0.028263,0.408174,0.499238,0.092587,0.440158,0.46,0.099842,0.064324,0.128649,0.071579,empate,empate,empate,False,False,-8.215385,-2.152173,0.24221,-1.570035,0.0
Ghana,Portugal,0.459518,0.504303,0.036179,0.401242,0.498286,0.100472,0.431861,0.46,0.108139,0.064293,0.128586,0.07196,empate,empate,empate,False,False,-7.576923,-0.627811,-0.517234,0.731198,0.0
IR Iran,Colombia,0.533344,0.456672,0.009984,0.475838,0.449889,0.074273,0.475838,0.449889,0.074273,0.064289,0.128577,0.064289,casa,casa,casa,False,False,-6.615385,-2.407393,0.390674,-0.199008,0.0
IR Iran,Côte d'Ivoire,0.736177,0.259846,0.003978,0.681154,0.25064,0.068206,0.681154,0.25064,0.068206,0.064229,0.128457,0.064229,casa,casa,casa,False,False,-6.115385,-3.111672,0.114477,-0.262364,0.0
Curaçao,Korea Republic,0.356587,0.542614,0.100798,0.298915,0.536069,0.165017,0.347927,0.46,0.192073,0.064218,0.128437,0.091275,empate,empate,empate,False,False,-9.274359,0.197974,-0.362015,-0.645629,0.0
Norway,France,0.473457,0.499148,0.027395,0.41587,0.49252,0.09161,0.44252,0.46,0.09748,0.064215,0.12843,0.070085,empate,empate,empate,False,False,-8.038462,-1.002453,-0.003835,-0.175276,0.0
Norway,Spain,0.42427,0.545507,0.030223,0.366085,0.539493,0.094423,0.429278,0.46,0.110722,0.0642,0.1284,0.085507,empate,empate,empate,False,False,-7.923077,-1.176432,0.114905,-0.142766,0.0
Uzbekistan,Côte d'Ivoire,0.674565,0.309592,0.015843,0.620517,0.299484,0.079999,0.620517,0.299484,0.079999,0.064156,0.128313,0.064156,casa,casa,casa,False,False,-7.715385,-2.856452,-0.033987,-1.633391,0.0
Curaçao,Paraguay,0.459001,0.498618,0.04238,0.402176,0.4915,0.106325,0.427089,0.46,0.112911,0.063944,0.127889,0.070531,empate,empate,empate,False,False,-9.274359,0.087155,0.38058,-0.300326,0.0
Algeria,England,0.472468,0.489639,0.037893,0.415239,0.482999,0.101762,0.433711,0.46,0.106289,0.063869,0.127738,0.068396,empate,empate,empate,False,False,-7.461538,-1.651421,-0.380855,-0.436556,0.0
Panama,Congo DR,0.760625,0.23366,0.005715,0.706596,0.223875,0.06953,0.706596,0.223875,0.06953,0.063815,0.12763,0.063815,casa,casa,casa,False,False,-6.494872,-2.866274,-0.188778,-0.51545,0.0
IR Iran,Sweden,0.68261,0.308903,0.008487,0.627324,0.3005,0.072175,0.627324,0.3005,0.072175,0.063688,0.127376,0.063688,casa,casa,casa,False,False,-6.153846,-2.781698,0.139541,0.0,0.0
Curaçao,Canada,0.439706,0.517872,0.042422,0.382473,0.511473,0.106054,0.422772,0.46,0.117228,0.063632,0.127265,0.074807,empate,empate,empate,False,False,-8.428205,-0.455772,-0.282155,-0.439799,0.0
Czechia,Portugal,0.462062,0.523596,0.014341,0.404472,0.517631,0.077897,0.452796,0.46,0.087204,0.063556,0.127112,0.072863,empate,empate,empate,False,False,-7.076923,-1.752398,-0.305584,-0.10606,0.0
Scotland,Brazil,0.515615,0.470578,0.013807,0.459302,0.463373,0.077325,0.462189,0.46,0.077811,0.063518,0.127037,0.064005,casa,empate,casa,True,False,-8.192308,-1.138368,0.558183,0.040005,0.0
Uzbekistan,Sweden,0.680589,0.308312,0.011099,0.627033,0.298379,0.074588,0.627033,0.298379,0.074588,0.063489,0.126977,0.063489,casa,casa,casa,False,False,-7.753846,-2.526477,-0.008923,-1.371027,0.0
Qatar,Czechia,0.55745,0.427256,0.015294,0.501641,0.419815,0.078544,0.501641,0.419815,0.078544,0.06325,0.1265,0.06325,casa,casa,casa,False,False,-7.076923,-2.21087,-0.28704,-0.432039,0.0
Scotland,Germany,0.560937,0.428673,0.01039,0.505513,0.421124,0.073364,0.505513,0.421124,0.073364,0.062974,0.125947,0.062974,casa,casa,casa,False,False,-8.076923,-0.926665,-0.334176,-0.021219,0.0
Qatar,Ghana,0.637597,0.353096,0.009307,0.583553,0.344442,0.072005,0.583553,0.344442,0.072005,0.062698,0.125395,0.062698,casa,casa,casa,False,False,-6.576923,-3.335458,-0.075391,-1.269296,0.0
Sweden,Spain,0.39247,0.573627,0.033903,0.335254,0.568208,0.096538,0.419269,0.46,0.120731,0.062635,0.12527,0.113627,empate,empate,empate,False,False,-7.576923,-1.184102,-0.163534,-0.100541,0.0
Sweden,France,0.467529,0.516307,0.016164,0.411214,0.51016,0.078626,0.453323,0.46,0.086677,0.062462,0.124924,0.070513,empate,empate,empate,False,False,-7.692308,-1.010122,-0.282274,-0.133051,0.0
Cape Verde Islands,Czechia,0.525718,0.461175,0.013108,0.469795,0.454638,0.075566,0.469795,0.454638,0.075566,0.062459,0.124917,0.062459,casa,casa,casa,False,False,-7.769231,-0.331432,-0.428858,0.417053,0.0
Australia,Colombia,0.560528,0.430274,0.009198,0.504945,0.423536,0.071518,0.504945,0.423536,0.071518,0.062321,0.124642,0.062321,casa,casa,casa,False,False,-6.653846,-1.707363,0.102256,0.319098,0.0
Australia,Côte d'Ivoire,0.719226,0.275918,0.004856,0.665471,0.267388,0.067141,0.665471,0.267388,0.067141,0.062284,0.124569,0.062284,casa,casa,casa,False,False,-6.153846,-2.411642,-0.173941,0.255742,0.0
IR Iran,Norway,0.615643,0.376509,0.007848,0.560815,0.369255,0.06993,0.560815,0.369255,0.06993,0.062082,0.124165,0.062082,casa,casa,casa,False,False,-5.807692,-2.789367,-0.138898,0.042225,0.0
Cape Verde Islands,Ghana,0.671544,0.312465,0.015991,0.618127,0.303861,0.078012,0.618127,0.303861,0.078012,0.062021,0.124043,0.062021,casa,casa,casa,False,False,-7.269231,-1.45602,-0.217209,-0.420205,0.0
Côte d'Ivoire,Spain,0.515396,0.454316,0.030287,0.460192,0.447534,0.092274,0.460192,0.447534,0.092274,0.061987,0.123974,0.061987,casa,casa,casa,False,False,-7.615385,-0.854127,-0.13847,0.161823,0.0
Cape Verde Islands,Mexico,0.409093,0.45799,0.132917,0.353756,0.451356,0.194888,0.353756,0.451356,0.194888,0.06197,0.12394,0.06197,empate,empate,empate,False,False,-7.692308,-0.552468,-0.238411,0.154151,0.0
Uzbekistan,Norway,0.537067,0.448378,0.014555,0.482765,0.440747,0.076488,0.482765,0.440747,0.076488,0.061933,0.123867,0.061933,casa,casa,casa,False,False,-7.407692,-2.534147,-0.287362,-1.328802,0.0
Côte d'Ivoire,France,0.528015,0.454258,0.017727,0.472914,0.447475,0.07961,0.472914,0.447475,0.07961,0.061883,0.123766,0.061883,casa,casa,casa,False,False,-7.730769,-0.680148,-0.25721,0.129314,0.0
Scotland,Portugal,0.475184,0.508815,0.016001,0.419249,0.502932,0.077819,0.455459,0.46,0.084541,0.061818,0.123636,0.068539,empate,empate,empate,False,False,-7.269231,-0.932155,-0.479846,0.536898,0.0
Colombia,Spain,0.524547,0.463403,0.012051,0.469416,0.456758,0.073826,0.469416,0.456758,0.073826,0.061775,0.12355,0.061775,casa,casa,casa,False,False,-7.115385,-1.558406,-0.414667,0.098467,0.0
Colombia,France,0.598276,0.393992,0.007731,0.544006,0.386489,0.069505,0.544006,0.386489,0.069505,0.061774,0.123548,0.061774,casa,casa,casa,False,False,-7.230769,-1.384427,-0.533407,0.065958,0.0
Australia,Sweden,0.68107,0.310172,0.008758,0.627268,0.302239,0.070493,0.627268,0.302239,0.070493,0.061735,0.12347,0.061735,casa,casa,casa,False,False,-6.192308,-2.081668,-0.148877,0.518107,0.0
Qatar,Mexico,0.505109,0.47527,0.019621,0.450632,0.468396,0.080972,0.457749,0.46,0.082251,0.061351,0.122702,0.06263,casa,empate,empate,True,True,-7.0,-2.431906,-0.096593,-0.694941,0.0
Panama,Paraguay,0.614984,0.37279,0.012226,0.561847,0.364778,0.073374,0.561847,0.364778,0.073374,0.061148,0.122297,0.061148,casa,casa,casa,False,False,-7.341026,-1.60083,0.43274,-0.0442,0.0
Panama,Canada,0.619827,0.371274,0.008899,0.566551,0.363711,0.069738,0.566551,0.363711,0.069738,0.060839,0.121679,0.060839,casa,casa,casa,False,False,-6.494872,-2.143757,-0.229996,-0.183673,0.0
Tunisia,Algeria,0.61808,0.37279,0.00913,0.564901,0.365148,0.069951,0.564901,0.365148,0.069951,0.060821,0.121643,0.060821,casa,casa,casa,False,False,-7.192308,-1.24876,-0.303882,-0.056292,0.0
Korea Republic,Belgium,0.594393,0.3983,0.007307,0.540902,0.391108,0.06799,0.540902,0.391108,0.06799,0.060683,0.121366,0.060683,casa,casa,casa,False,False,-6.884615,-1.48406,-0.088107,0.019018,0.0
Jordan,Scotland,0.588195,0.400616,0.01119,0.534777,0.393459,0.071764,0.534777,0.393459,0.071764,0.060575,0.121149,0.060575,casa,casa,casa,False,False,-5.166667,-4.049037,-0.974732,-3.149066,0.0
Canada,Belgium,0.545302,0.433157,0.021542,0.491887,0.426024,0.082089,0.491887,0.426024,0.082089,0.060547,0.121094,0.060547,casa,casa,casa,False,False,-7.730769,-0.830314,-0.167967,-0.186812,0.0
Panama,Korea Republic,0.608632,0.382083,0.009285,0.555925,0.374261,0.069815,0.555925,0.374261,0.069815,0.06053,0.12106,0.06053,casa,casa,casa,False,False,-7.341026,-1.490011,-0.309856,-0.389502,0.0
Saudi Arabia,Scotland,0.520668,0.469633,0.009699,0.466018,0.463827,0.070156,0.469344,0.46,0.070656,0.060457,0.120913,0.060957,casa,casa,casa,False,False,-4.576923,-3.963133,-2.643655,-3.003112,0.0
Paraguay,Belgium,0.573819,0.409242,0.016938,0.520596,0.402248,0.077155,0.520596,0.402248,0.077155,0.060217,0.120434,0.060217,casa,casa,casa,False,False,-6.884615,-1.373241,-0.830703,-0.326284,0.0
Australia,Norway,0.623074,0.368566,0.00836,0.569872,0.361634,0.068494,0.569872,0.361634,0.068494,0.060134,0.120268,0.060134,casa,casa,casa,False,False,-5.846154,-2.089338,-0.427316,0.560332,0.0
IR Iran,Senegal,0.62601,0.368328,0.005661,0.573567,0.360841,0.065592,0.573567,0.360841,0.065592,0.059931,0.119862,0.059931,casa,casa,casa,False,False,-6.038462,-2.657048,0.282544,-0.134733,0.0
Uzbekistan,Senegal,0.530872,0.44592,0.023208,0.478733,0.438133,0.083134,0.478733,0.438133,0.083134,0.059926,0.119852,0.059926,casa,casa,casa,False,False,-7.638462,-2.401827,0.13408,-1.505759,0.0
Switzerland,France,0.522568,0.465564,0.011868,0.468976,0.459355,0.071669,0.468976,0.459355,0.071669,0.059801,0.119601,0.059801,casa,casa,casa,False,False,-6.692308,-1.445985,-0.034067,0.33153,0.0
Switzerland,Spain,0.437981,0.546831,0.015188,0.38346,0.541566,0.074975,0.451686,0.46,0.088314,0.059787,0.119574,0.086831,empate,empate,empate,False,False,-6.576923,-1.619964,0.084674,0.364039,0.0
Austria,England,0.485191,0.502624,0.012185,0.431498,0.496536,0.071966,0.462811,0.46,0.077189,0.059781,0.119562,0.065004,empate,empate,casa,False,True,-6.769231,-1.937721,-0.07268,-0.393295,0.0
New Zealand,Ecuador,0.331458,0.64096,0.027582,0.276255,0.636829,0.086915,0.410765,0.46,0.129235,0.059334,0.118667,0.18096,empate,empate,empate,False,False,-6.230769,-2.028266,0.115807,-0.026935,0.0
Türkiye,France,0.474067,0.496046,0.029886,0.420659,0.490144,0.089197,0.445529,0.46,0.094471,0.059311,0.118622,0.064584,empate,empate,empate,False,False,-6.807692,-1.365942,-0.073446,0.239838,0.0
Algeria,Brazil,0.513553,0.457836,0.028611,0.461233,0.450905,0.087862,0.461233,0.450905,0.087862,0.059251,0.118502,0.059251,casa,casa,casa,False,False,-7.538462,-1.315373,0.483193,-0.501094,0.0
Türkiye,Spain,0.427051,0.554178,0.018771,0.373145,0.548956,0.077899,0.446737,0.46,0.093263,0.059128,0.118257,0.094178,empate,empate,empate,False,False,-6.692308,-1.539922,0.045295,0.272348,0.0
Egypt,Uruguay,0.536557,0.452938,0.010505,0.484642,0.445762,0.069596,0.484642,0.445762,0.069596,0.059092,0.118183,0.059092,casa,casa,casa,False,False,-7.861538,-1.156208,-0.065832,-0.338799,0.0
Japan,England,0.586933,0.401667,0.0114,0.535186,0.394404,0.07041,0.535186,0.394404,0.07041,0.05901,0.118019,0.05901,casa,casa,casa,False,False,-6.884615,-1.665349,-0.146159,-0.065355,0.0
Jordan,Czechia,0.595505,0.385418,0.019077,0.543598,0.378414,0.077988,0.543598,0.378414,0.077988,0.058911,0.117822,0.058911,casa,casa,casa,False,False,-5.358974,-3.228793,-1.148993,-2.506109,0.0
Egypt,Morocco,0.469169,0.519807,0.011024,0.416722,0.513509,0.069769,0.462557,0.46,0.077443,0.058746,0.117491,0.06642,empate,empate,casa,False,True,-7.823077,-1.212333,0.297593,-0.396,0.0
Saudi Arabia,Czechia,0.55086,0.437212,0.011928,0.497986,0.431356,0.070657,0.497986,0.431356,0.070657,0.058729,0.117458,0.058729,casa,casa,casa,False,False,-4.769231,-3.14289,-2.817917,-2.360155,0.0
IR Iran,USA,0.669506,0.325079,0.005415,0.618532,0.317363,0.064105,0.618532,0.317363,0.064105,0.05869,0.11738,0.05869,casa,casa,casa,False,False,-5.807692,-2.590958,-0.223585,-0.475995,0.0
Uzbekistan,USA,0.68921,0.29547,0.01532,0.640243,0.285867,0.07389,0.640243,0.285867,0.07389,0.05857,0.117141,0.05857,casa,casa,casa,False,False,-7.407692,-2.335737,-0.372049,-1.847022,0.0
Algeria,Germany,0.567275,0.422993,0.009732,0.515911,0.415843,0.068246,0.515911,0.415843,0.068246,0.058514,0.117027,0.058514,casa,casa,casa,False,False,-7.423077,-1.103671,-0.409167,-0.562319,0.0
USA,England,0.558889,0.426523,0.014588,0.507094,0.419808,0.073098,0.507094,0.419808,0.073098,0.058509,0.117019,0.058509,casa,casa,casa,False,False,-6.807692,-1.361666,-0.04403,0.129954,0.0
Curaçao,Bosnia and Herzegovina,0.533995,0.45703,0.008975,0.482749,0.449975,0.067276,0.482749,0.449975,0.067276,0.058301,0.116602,0.058301,casa,casa,casa,False,False,-8.466667,0.127737,-0.265388,-0.537998,0.0
Jordan,Ghana,0.787015,0.208293,0.004692,0.738071,0.198968,0.062962,0.738071,0.198968,0.062962,0.05827,0.116539,0.05827,casa,casa,casa,False,False,-4.858974,-4.353381,-0.937344,-3.343366,0.0
Haiti,Ecuador,0.504968,0.468489,0.026542,0.453248,0.461996,0.084756,0.45493,0.46,0.08507,0.058213,0.116426,0.058528,casa,empate,empate,True,True,-7.005495,-1.560843,-0.2337,-1.534137,0.0
Congo DR,Belgium,0.434827,0.486374,0.078799,0.382707,0.480291,0.137002,0.39765,0.46,0.14235,0.058203,0.116405,0.063552,empate,empate,empate,False,False,-7.730769,-0.107797,-0.209185,0.144966,0.0
Saudi Arabia,Ghana,0.717622,0.277436,0.004942,0.667237,0.269642,0.063122,0.667237,0.269642,0.063122,0.058179,0.116358,0.058179,casa,casa,casa,False,False,-4.269231,-4.267478,-2.606268,-3.197413,0.0
IR Iran,Japan,0.592405,0.400796,0.006799,0.540827,0.394203,0.06497,0.540827,0.394203,0.06497,0.058171,0.116341,0.058171,casa,casa,casa,False,False,-5.730769,-2.287275,-0.121455,-0.280687,0.0
Uzbekistan,Japan,0.506992,0.473111,0.019898,0.455856,0.466156,0.077989,0.461112,0.46,0.078888,0.058091,0.116182,0.05899,casa,empate,casa,True,False,-7.330769,-2.032055,-0.26992,-1.651713,0.0
Australia,Senegal,0.616758,0.375988,0.007254,0.565747,0.369001,0.065252,0.565747,0.369001,0.065252,0.057997,0.115994,0.057997,casa,casa,casa,False,False,-6.076923,-1.957018,-0.005874,0.383374,0.0
Mexico,Netherlands,0.595371,0.395632,0.008997,0.544415,0.388697,0.066888,0.544415,0.388697,0.066888,0.057891,0.115783,0.057891,casa,casa,casa,False,False,-6.576923,-1.479877,-0.10606,-0.082521,0.0
IR Iran,Austria,0.607154,0.381611,0.011235,0.556437,0.374869,0.068694,0.556437,0.374869,0.068694,0.057459,0.114917,0.057459,casa,casa,casa,False,False,-5.846154,-2.014903,-0.194935,0.047253,0.0
Algeria,Portugal,0.482699,0.49605,0.02125,0.430895,0.490429,0.078677,0.456625,0.46,0.083375,0.057426,0.114853,0.062125,empate,empate,empate,False,False,-6.615385,-1.10916,-0.554837,-0.004202,0.0
Uzbekistan,Austria,0.598685,0.379974,0.02134,0.54946,0.371853,0.078687,0.54946,0.371853,0.078687,0.057347,0.114693,0.057347,casa,casa,casa,False,False,-7.446154,-1.759683,-0.343399,-1.323774,0.0
Senegal,England,0.545768,0.438562,0.01567,0.494825,0.432225,0.07295,0.494825,0.432225,0.07295,0.05728,0.114561,0.05728,casa,casa,casa,False,False,-6.576923,-1.295576,-0.550159,-0.211309,0.0
Jordan,Mexico,0.507018,0.446673,0.046309,0.456112,0.440308,0.10358,0.456112,0.440308,0.10358,0.057271,0.114542,0.057271,casa,casa,casa,False,False,-5.282051,-3.449829,-0.958546,-2.769011,0.0
Mexico,Argentina,0.528686,0.45882,0.012494,0.477882,0.452602,0.069516,0.477882,0.452602,0.069516,0.057023,0.114045,0.057023,casa,casa,casa,False,False,-6.615385,-1.435687,0.180924,-0.040392,0.0
South Africa,Egypt,0.552098,0.438725,0.009177,0.500688,0.433187,0.066125,0.500688,0.433187,0.066125,0.056948,0.113896,0.056948,casa,casa,casa,False,False,-5.35,-1.746173,-1.376481,-0.580207,0.0
Saudi Arabia,Mexico,0.505899,0.471151,0.02295,0.454565,0.465592,0.079842,0.459322,0.46,0.080678,0.056893,0.113786,0.057728,casa,empate,empate,True,True,-4.692308,-3.363926,-2.62747,-2.623057,0.0
Egypt,Croatia,0.515136,0.470917,0.013947,0.46512,0.464159,0.070721,0.468731,0.46,0.071269,0.056773,0.113547,0.057322,casa,casa,casa,False,False,-7.784615,-0.934776,0.037172,-0.201165,0.0
Australia,USA,0.704694,0.29036,0.004945,0.655606,0.282714,0.06168,0.655606,0.282714,0.06168,0.056735,0.11347,0.056735,casa,casa,casa,False,False,-5.846154,-1.890928,-0.512003,0.042111,0.0
Ghana,Netherlands,0.472232,0.494581,0.033188,0.421208,0.48892,0.089872,0.445042,0.46,0.094958,0.056685,0.113369,0.06177,empate,empate,empate,False,False,-7.0,-0.576325,-0.127262,0.491835,0.0
Ghana,Argentina,0.514364,0.39232,0.093316,0.464728,0.385505,0.149766,0.464728,0.385505,0.149766,0.056451,0.112901,0.056451,casa,casa,casa,False,False,-7.038462,-0.532135,0.159722,0.533964,0.0
Iraq,Egypt,0.623661,0.36981,0.006529,0.573249,0.363783,0.062968,0.573249,0.363783,0.062968,0.056439,0.112878,0.056439,casa,casa,casa,False,False,-5.171429,-1.717185,-0.973623,-0.381834,0.0
Tunisia,Scotland,0.630464,0.360083,0.009453,0.581354,0.352813,0.065834,0.581354,0.352813,0.065834,0.05638,0.112761,0.05638,casa,casa,casa,False,False,-6.538462,-1.425765,-0.378872,-0.597391,0.0
Australia,Japan,0.567162,0.425672,0.007166,0.51688,0.419729,0.063391,0.51688,0.419729,0.063391,0.056225,0.11245,0.056225,casa,casa,casa,False,False,-5.769231,-1.587246,-0.409874,0.23742,0.0
Croatia,Spain,0.508001,0.474944,0.017054,0.457767,0.469073,0.07316,0.46559,0.46,0.07441,0.056106,0.112211,0.057356,casa,empate,casa,True,False,-6.346154,-1.539922,0.051455,-0.021979,0.0
Croatia,France,0.530586,0.457897,0.011517,0.480551,0.451836,0.067613,0.480551,0.451836,0.067613,0.056096,0.112192,0.056096,casa,casa,casa,False,False,-6.461538,-1.365942,-0.067286,-0.054488,0.0
Czechia,Netherlands,0.493302,0.488959,0.017739,0.443183,0.483039,0.073778,0.462934,0.46,0.077066,0.056038,0.112077,0.059326,casa,empate,casa,True,False,-6.5,-1.700913,0.084387,-0.345423,0.0
Panama,Bosnia and Herzegovina,0.752275,0.242534,0.005191,0.70508,0.23383,0.06109,0.70508,0.23383,0.06109,0.055899,0.111798,0.055899,casa,casa,casa,False,False,-6.533333,-1.560248,-0.213229,-0.281871,0.0
New Zealand,Congo DR,0.675553,0.302656,0.021792,0.6275,0.29487,0.07763,0.6275,0.29487,0.07763,0.055838,0.111676,0.055838,casa,casa,casa,False,False,-5.615385,-2.618299,-0.15065,-0.119688,0.0
Australia,Austria,0.651571,0.342229,0.0062,0.602856,0.335489,0.061655,0.602856,0.335489,0.061655,0.055455,0.11091,0.055455,casa,casa,casa,False,False,-5.884615,-1.314873,-0.483353,0.56536,0.0
