home_team,away_team,base_home,base_draw,base_away,adjusted_home,adjusted_draw,adjusted_away,final_home,final_draw,final_away,max_abs_shift_pre_draw,sum_abs_shift_pre_draw,max_abs_shift_final,base_argmax,adjusted_argmax,final_argmax,argmax_changed_pre_draw,argmax_changed_final,squad_top26_diff,tm_market_value_log_diff,tm_caps_diff,tm_recent_injury_days_diff,context_shift
Curaçao,France,0.169778,0.226162,0.60406,0.012976,0.200079,0.786945,0.012976,0.200079,0.786945,0.182885,0.365769,0.182885,fora,fora,fora,False,False,-20.312821,-2.137546,-0.498147,-0.575738,0.0
South Africa,France,0.43365,0.425441,0.140909,0.275326,0.405562,0.319112,0.275326,0.405562,0.319112,0.178203,0.356406,0.178203,casa,empate,empate,True,True,-19.596154,-4.04689,-1.406595,-0.83586,0.0
South Africa,Spain,0.44456,0.442608,0.112832,0.286667,0.423322,0.29001,0.286667,0.423322,0.29001,0.177178,0.354356,0.177178,casa,empate,empate,True,True,-19.480769,-4.22087,-1.287854,-0.80335,0.0
Iraq,Spain,0.43494,0.49245,0.072611,0.277104,0.47505,0.247846,0.285049,0.46,0.254951,0.175235,0.35047,0.182341,empate,empate,empate,False,False,-19.302198,-4.191882,-0.884997,-0.604977,0.0
Iraq,France,0.480538,0.487049,0.032413,0.324212,0.469465,0.206324,0.329995,0.46,0.210005,0.173911,0.347821,0.177591,empate,empate,empate,False,False,-19.417582,-4.017903,-1.003737,-0.637486,0.0
Curaçao,England,0.161388,0.261112,0.5775,0.01324,0.237536,0.749224,0.01324,0.237536,0.749224,0.171724,0.343448,0.171724,fora,fora,fora,False,False,-19.082051,-2.29835,-0.623029,-0.78873,0.0
South Africa,England,0.4444,0.48868,0.066921,0.294901,0.47191,0.23319,0.301551,0.46,0.238449,0.166269,0.332537,0.171528,empate,empate,empate,False,False,-18.365385,-4.207694,-1.531476,-1.048851,0.0
Iraq,England,0.501265,0.469225,0.02951,0.353997,0.451985,0.194018,0.353997,0.451985,0.194018,0.164508,0.329016,0.164508,casa,empate,empate,True,True,-18.186813,-4.178707,-1.128619,-0.850478,0.0
Curaçao,Brazil,0.206057,0.325198,0.468745,0.063882,0.303825,0.632294,0.063882,0.303825,0.632294,0.163549,0.327097,0.163549,fora,fora,fora,False,False,-19.158974,-1.962302,0.241019,-0.853268,0.0
Curaçao,Portugal,0.177596,0.293023,0.529381,0.036093,0.271826,0.692081,0.036093,0.271826,0.692081,0.1627,0.325399,0.1627,fora,fora,fora,False,False,-18.235897,-1.756089,-0.797011,-0.356375,0.0
New Zealand,Spain,0.190495,0.450291,0.359214,0.044851,0.43339,0.52176,0.044851,0.43339,0.52176,0.162546,0.325092,0.162546,empate,fora,fora,True,True,-17.384615,-3.751535,-0.28912,0.108659,0.0
South Africa,Brazil,0.488133,0.452117,0.05975,0.344556,0.434277,0.221168,0.344556,0.434277,0.221168,0.161418,0.322836,0.161418,casa,empate,empate,True,True,-18.442308,-3.871647,-0.667429,-1.113389,0.0
Panama,France,0.44788,0.517963,0.034157,0.302381,0.502339,0.19528,0.328106,0.46,0.211894,0.161123,0.322245,0.177736,empate,empate,empate,False,False,-18.379487,-3.825531,-0.445988,-0.319612,0.0
Panama,Spain,0.499085,0.477729,0.023186,0.3553,0.460801,0.183899,0.355828,0.46,0.184172,0.160714,0.321427,0.160987,casa,empate,empate,True,True,-18.264103,-3.99951,-0.327248,-0.287103,0.0
South Africa,Germany,0.474059,0.49572,0.030221,0.330371,0.479506,0.190123,0.342752,0.46,0.197248,0.159902,0.319804,0.167027,empate,empate,empate,False,False,-18.326923,-3.659944,-1.559788,-1.174614,0.0
Iraq,Brazil,0.489857,0.486446,0.023697,0.346703,0.469886,0.18341,0.353169,0.46,0.186831,0.159713,0.319427,0.163134,casa,empate,empate,True,True,-18.263736,-3.842659,-0.264571,-0.915016,0.0
Iraq,Germany,0.519675,0.455593,0.024732,0.377811,0.438262,0.183927,0.377811,0.438262,0.183927,0.159195,0.318391,0.159195,casa,empate,empate,True,True,-18.148352,-3.630957,-1.15693,-0.976241,0.0
South Africa,Portugal,0.509912,0.456121,0.033967,0.368074,0.439332,0.192594,0.368074,0.439332,0.192594,0.158627,0.317254,0.158627,casa,empate,empate,True,True,-17.519231,-3.665434,-1.705458,-0.616497,0.0
Iraq,Portugal,0.471673,0.50319,0.025137,0.329027,0.48801,0.182962,0.347028,0.46,0.192972,0.157825,0.31565,0.167835,empate,empate,empate,False,False,-17.340659,-3.636446,-1.302601,-0.418124,0.0
Haiti,Spain,0.331609,0.434596,0.233795,0.191631,0.416794,0.391575,0.191631,0.416794,0.391575,0.15778,0.31556,0.15778,empate,empate,empate,False,False,-18.159341,-3.284113,-0.638626,-1.398543,0.0
Haiti,France,0.353832,0.414321,0.231848,0.214499,0.395882,0.389619,0.214499,0.395882,0.389619,0.157772,0.315544,0.157772,empate,empate,empate,False,False,-18.274725,-3.110133,-0.757367,-1.431052,0.0
Curaçao,Germany,0.268804,0.463924,0.267272,0.129043,0.447164,0.423792,0.129043,0.447164,0.423792,0.156521,0.313042,0.156521,empate,empate,empate,False,False,-19.04359,-1.7506,-0.65134,-0.914493,0.0
New Zealand,France,0.30075,0.538639,0.160612,0.158441,0.524454,0.317105,0.179916,0.46,0.360084,0.156493,0.312986,0.199473,empate,empate,empate,False,False,-17.5,-3.577555,-0.40786,0.07615,0.0
Curaçao,Argentina,0.178074,0.213307,0.608619,0.045091,0.190473,0.764436,0.045091,0.190473,0.764436,0.155817,0.311634,0.155817,fora,fora,fora,False,False,-17.697436,-1.660414,-0.120055,-0.55361,0.0
Curaçao,Netherlands,0.160306,0.308176,0.531518,0.025881,0.288106,0.686013,0.025881,0.288106,0.686013,0.154495,0.30899,0.154495,fora,fora,fora,False,False,-17.658974,-1.704604,-0.407039,-0.595739,0.0
Cape Verde Islands,Spain,0.266245,0.348916,0.384839,0.131132,0.330264,0.538605,0.131132,0.330264,0.538605,0.153766,0.307531,0.153766,fora,fora,fora,False,False,-16.807692,-2.639267,-0.316839,0.12414,0.0
Curaçao,Spain,0.130489,0.143963,0.725548,0.009959,0.110903,0.879137,0.009959,0.110903,0.879137,0.15359,0.307179,0.15359,fora,fora,fora,False,False,-20.197436,-2.311525,-0.379407,-0.543229,0.0
New Zealand,England,0.228926,0.384509,0.386566,0.093182,0.366686,0.540133,0.093182,0.366686,0.540133,0.153567,0.307134,0.153567,fora,fora,fora,False,False,-16.269231,-3.738359,-0.532742,-0.136841,0.0
South Africa,Argentina,0.447302,0.402471,0.150227,0.311796,0.384599,0.303605,0.311796,0.384599,0.303605,0.153378,0.306757,0.153378,casa,empate,empate,True,True,-16.980769,-3.569759,-1.028503,-0.813731,0.0
Panama,England,0.457413,0.498699,0.043888,0.320615,0.483349,0.196036,0.335104,0.46,0.204896,0.152148,0.304296,0.161008,empate,empate,empate,False,False,-17.148718,-3.986335,-0.57087,-0.532603,0.0
Cape Verde Islands,France,0.372953,0.321041,0.306006,0.240843,0.301591,0.457566,0.240843,0.301591,0.457566,0.15156,0.30312,0.15156,casa,fora,fora,True,True,-16.923077,-2.465287,-0.435579,0.09163,0.0
South Africa,Netherlands,0.476864,0.474279,0.048856,0.341311,0.458563,0.200126,0.341311,0.458563,0.200126,0.15127,0.30254,0.15127,casa,empate,empate,True,True,-16.942308,-3.613948,-1.315486,-0.85586,0.0
Iraq,Netherlands,0.484962,0.491742,0.023296,0.350017,0.476707,0.173276,0.361192,0.46,0.178808,0.14998,0.29996,0.155512,empate,empate,empate,False,False,-16.763736,-3.584961,-0.912629,-0.657487,0.0
Iraq,Argentina,0.558154,0.406219,0.035626,0.426306,0.388647,0.185047,0.426306,0.388647,0.185047,0.149421,0.298842,0.149421,casa,casa,casa,False,False,-16.802198,-3.540771,-0.625645,-0.615358,0.0
Panama,Brazil,0.529618,0.430571,0.039811,0.399495,0.413269,0.187236,0.399495,0.413269,0.187236,0.147425,0.29485,0.147425,casa,empate,empate,True,True,-17.225641,-3.650287,0.293178,-0.597142,0.0
Qatar,Spain,0.44273,0.44846,0.10881,0.312234,0.432168,0.255599,0.312234,0.432168,0.255599,0.146789,0.293577,0.146789,empate,empate,empate,False,False,-16.115385,-4.518704,-0.175021,-0.724952,0.0
Qatar,France,0.491394,0.421048,0.087558,0.362281,0.403947,0.233772,0.362281,0.403947,0.233772,0.146214,0.292428,0.146214,casa,empate,empate,True,True,-16.230769,-4.344725,-0.293761,-0.757461,0.0
Panama,Germany,0.482851,0.504441,0.012708,0.351645,0.489586,0.158769,0.372028,0.46,0.167972,0.146061,0.292122,0.155264,empate,empate,empate,False,False,-17.110256,-3.438585,-0.599181,-0.658366,0.0
Panama,Portugal,0.469051,0.505605,0.025344,0.338165,0.491416,0.170419,0.359054,0.46,0.180946,0.145075,0.290149,0.155602,empate,empate,empate,False,False,-16.302564,-3.444074,-0.744851,-0.100249,0.0
Haiti,England,0.396532,0.49816,0.105308,0.26702,0.483259,0.249721,0.279039,0.46,0.260961,0.144413,0.288826,0.155653,empate,empate,empate,False,False,-17.043956,-3.270937,-0.882248,-1.644043,0.0
New Zealand,Brazil,0.32675,0.462538,0.210713,0.198341,0.4471,0.354559,0.198341,0.4471,0.354559,0.143846,0.287692,0.143846,empate,empate,empate,False,False,-16.346154,-3.402312,0.331306,-0.20138,0.0
Saudi Arabia,Spain,0.456781,0.409229,0.133989,0.330207,0.393358,0.276435,0.330207,0.393358,0.276435,0.142446,0.284891,0.142446,casa,empate,empate,True,True,-13.807692,-5.450724,-2.705897,-2.653068,0.0
Saudi Arabia,France,0.425903,0.496438,0.077658,0.298446,0.48291,0.218644,0.311669,0.46,0.228331,0.140985,0.281971,0.150673,empate,empate,empate,False,False,-13.923077,-5.276745,-2.824638,-2.685577,0.0
Jordan,Spain,0.451563,0.494046,0.054391,0.325141,0.479935,0.194924,0.337604,0.46,0.202396,0.140533,0.281066,0.148005,empate,empate,empate,False,False,-14.397436,-5.536628,-1.036974,-2.799022,0.0
Jordan,France,0.419731,0.538103,0.042166,0.292367,0.525221,0.182412,0.33253,0.46,0.20747,0.140245,0.280491,0.165304,empate,empate,empate,False,False,-14.512821,-5.362648,-1.155714,-2.831531,0.0
Haiti,Brazil,0.427382,0.478184,0.094434,0.303269,0.462812,0.23392,0.304856,0.46,0.235144,0.139485,0.278971,0.14071,empate,empate,empate,False,False,-17.120879,-2.934889,-0.018201,-1.708582,0.0
New Zealand,Germany,0.331551,0.605931,0.062518,0.203676,0.594773,0.201551,0.271416,0.46,0.268584,0.139033,0.278066,0.206066,empate,empate,empate,False,False,-16.230769,-3.190609,-0.561054,-0.262604,0.0
New Zealand,Argentina,0.213505,0.349572,0.436923,0.091774,0.332602,0.575624,0.091774,0.332602,0.575624,0.138701,0.277402,0.138701,fora,fora,fora,False,False,-14.884615,-3.100424,-0.029768,0.098279,0.0
Cape Verde Islands,England,0.341771,0.479,0.179229,0.217308,0.465002,0.31769,0.219339,0.46,0.320661,0.138461,0.276923,0.141432,empate,empate,empate,False,False,-15.692308,-2.626091,-0.560461,-0.121361,0.0
New Zealand,Portugal,0.250082,0.671029,0.078889,0.120903,0.662133,0.216964,0.193234,0.46,0.346766,0.138076,0.276152,0.267877,empate,empate,empate,False,False,-15.423077,-3.196099,-0.706724,0.295513,0.0
Haiti,Germany,0.428545,0.531087,0.040368,0.304823,0.517464,0.177713,0.341124,0.46,0.198876,0.137345,0.27469,0.158509,empate,empate,empate,False,False,-17.005495,-2.723187,-0.91056,-1.769807,0.0
Panama,Netherlands,0.475621,0.498959,0.025421,0.352202,0.485065,0.162733,0.369346,0.46,0.170654,0.137312,0.274624,0.145233,empate,empate,empate,False,False,-15.725641,-3.392589,-0.35488,-0.339612,0.0
Panama,Argentina,0.466947,0.478846,0.054207,0.344217,0.464387,0.191396,0.347037,0.46,0.192963,0.137189,0.274377,0.138756,empate,empate,empate,False,False,-15.764103,-3.348399,-0.067896,-0.297483,0.0
Qatar,England,0.430333,0.482833,0.086834,0.307806,0.468479,0.223715,0.312716,0.46,0.227284,0.136881,0.273761,0.140449,empate,empate,empate,False,False,-15.0,-4.505529,-0.418643,-0.970452,0.0
Haiti,Portugal,0.35996,0.573221,0.066819,0.235105,0.561367,0.203528,0.289437,0.46,0.250563,0.136709,0.273417,0.183743,empate,empate,empate,False,False,-16.197802,-2.728677,-1.05623,-1.211689,0.0
South Africa,Belgium,0.472062,0.490283,0.037655,0.34919,0.476484,0.174327,0.360184,0.46,0.179816,0.136672,0.273344,0.142161,empate,empate,empate,False,False,-15.442308,-3.19543,-1.35857,-0.886732,0.0
Tunisia,Spain,0.482363,0.481587,0.03605,0.360791,0.467438,0.171771,0.36583,0.46,0.17417,0.135721,0.271442,0.13812,casa,empate,empate,True,True,-15.769231,-2.913356,-0.441115,-0.247347,0.0
Tunisia,France,0.463042,0.503695,0.033263,0.340889,0.490151,0.168961,0.361048,0.46,0.178952,0.135698,0.271396,0.14569,empate,empate,empate,False,False,-15.884615,-2.739377,-0.559855,-0.279856,0.0
Iraq,Belgium,0.538848,0.443159,0.017994,0.418127,0.428258,0.153615,0.418127,0.428258,0.153615,0.135621,0.271242,0.135621,casa,empate,empate,True,True,-15.263736,-3.166443,-0.955712,-0.688359,0.0
Cape Verde Islands,Brazil,0.377224,0.448829,0.173948,0.258194,0.434148,0.307658,0.258194,0.434148,0.307658,0.133711,0.267421,0.133711,empate,empate,empate,False,False,-15.769231,-2.290043,0.303587,-0.185899,0.0
Haiti,Argentina,0.379482,0.365234,0.255285,0.263454,0.348207,0.388339,0.263454,0.348207,0.388339,0.133054,0.266108,0.133054,casa,fora,fora,True,True,-15.659341,-2.633001,-0.379275,-1.408924,0.0
Cape Verde Islands,Germany,0.359499,0.508156,0.132345,0.240378,0.495255,0.264367,0.257168,0.46,0.282832,0.132022,0.264045,0.150487,empate,empate,empate,False,False,-15.653846,-2.078341,-0.588772,-0.247124,0.0
Uzbekistan,France,0.350949,0.486724,0.162327,0.233271,0.47264,0.294088,0.238862,0.46,0.301138,0.131762,0.263524,0.138811,empate,empate,empate,False,False,-15.446154,-3.5366,-0.291197,-1.504077,0.0
Jordan,England,0.43679,0.512661,0.05055,0.31826,0.499936,0.181804,0.343677,0.46,0.196323,0.131255,0.262509,0.145774,empate,empate,empate,False,False,-13.282051,-5.523452,-1.280596,-3.044522,0.0
Qatar,Brazil,0.519932,0.432309,0.047758,0.404344,0.416685,0.178971,0.404344,0.416685,0.178971,0.131212,0.262425,0.131212,casa,empate,empate,True,True,-15.076923,-4.169481,0.445405,-1.034991,0.0
Saudi Arabia,England,0.446903,0.507936,0.045161,0.328342,0.49559,0.176068,0.351509,0.46,0.188491,0.130907,0.261814,0.14333,empate,empate,empate,False,False,-12.692308,-5.437549,-2.949519,-2.898569,0.0
New Zealand,Netherlands,0.260107,0.640773,0.09912,0.138667,0.631405,0.229927,0.203151,0.46,0.336849,0.130807,0.261615,0.237729,empate,empate,empate,False,False,-14.846154,-3.144613,-0.316752,0.056149,0.0
Cape Verde Islands,Portugal,0.352316,0.50697,0.140715,0.233866,0.494663,0.271471,0.249907,0.46,0.290093,0.130757,0.261513,0.149378,empate,empate,empate,False,False,-14.846154,-2.083831,-0.734442,0.310993,0.0
Qatar,Germany,0.475905,0.498427,0.025668,0.359439,0.484826,0.155734,0.376761,0.46,0.163239,0.130067,0.260133,0.137571,empate,empate,empate,False,False,-14.961538,-3.957779,-0.446954,-1.096216,0.0
Curaçao,Belgium,0.358379,0.44762,0.194001,0.242807,0.433151,0.324042,0.242807,0.433151,0.324042,0.130041,0.260083,0.130041,empate,empate,empate,False,False,-16.158974,-1.286086,-0.450122,-0.626611,0.0
Qatar,Portugal,0.487952,0.47078,0.041268,0.372501,0.457102,0.170397,0.372501,0.457102,0.170397,0.129128,0.258257,0.129128,casa,empate,empate,True,True,-14.153846,-3.963268,-0.592624,-0.538098,0.0
Haiti,Netherlands,0.362347,0.564716,0.072937,0.244933,0.553047,0.202021,0.295923,0.46,0.244077,0.129084,0.258167,0.17114,empate,empate,empate,False,False,-15.620879,-2.677191,-0.666258,-1.451053,0.0
Uzbekistan,Spain,0.436651,0.501801,0.061548,0.321378,0.488131,0.190492,0.339039,0.46,0.200961,0.128943,0.257887,0.139412,empate,empate,empate,False,False,-15.330769,-3.710579,-0.172457,-1.471568,0.0
IR Iran,Spain,0.485841,0.496147,0.018012,0.370702,0.48346,0.145838,0.387538,0.46,0.152462,0.127827,0.255653,0.13445,empate,empate,empate,False,False,-13.730769,-3.965799,-0.023992,-0.100541,0.0
IR Iran,France,0.495474,0.49122,0.013305,0.380524,0.47841,0.141066,0.393955,0.46,0.146045,0.127761,0.255523,0.13274,casa,empate,empate,True,True,-13.846154,-3.79182,-0.142733,-0.133051,0.0
Cape Verde Islands,Argentina,0.371963,0.298885,0.329152,0.262266,0.282049,0.455685,0.262266,0.282049,0.455685,0.126533,0.253065,0.126533,casa,fora,fora,True,True,-14.307692,-1.988156,-0.057487,0.113759,0.0
Jordan,Brazil,0.45664,0.499193,0.044167,0.343086,0.486233,0.170681,0.360604,0.46,0.179396,0.126514,0.253027,0.135229,empate,empate,empate,False,False,-13.358974,-5.187404,-0.416548,-3.109061,0.0
Tunisia,England,0.499077,0.472961,0.027962,0.386143,0.459514,0.154344,0.386143,0.459514,0.154344,0.126382,0.252763,0.126382,casa,empate,empate,True,True,-14.653846,-2.900181,-0.684737,-0.492848,0.0
Saudi Arabia,Brazil,0.463346,0.501976,0.034678,0.349649,0.489596,0.160754,0.369924,0.46,0.170076,0.126076,0.252153,0.135398,empate,empate,empate,False,False,-12.769231,-5.101501,-2.085472,-2.963107,0.0
Australia,Spain,0.457158,0.522514,0.020328,0.343005,0.510813,0.146182,0.378634,0.46,0.161366,0.125853,0.251707,0.141038,empate,empate,empate,False,False,-13.769231,-3.26577,-0.312411,0.417566,0.0
Australia,France,0.487198,0.500534,0.012268,0.373728,0.488295,0.137977,0.394394,0.46,0.145606,0.125709,0.251418,0.133338,empate,empate,empate,False,False,-13.884615,-3.09179,-0.431151,0.385056,0.0
Saudi Arabia,Germany,0.48795,0.480365,0.031685,0.375193,0.467657,0.15715,0.38059,0.46,0.15941,0.125465,0.25093,0.127725,casa,empate,empate,True,True,-12.653846,-4.889799,-2.977831,-3.024332,0.0
Jordan,Germany,0.463956,0.515067,0.020977,0.350929,0.502714,0.146357,0.381072,0.46,0.158928,0.12538,0.25076,0.137951,empate,empate,empate,False,False,-13.24359,-4.975702,-1.308908,-3.170286,0.0
Jordan,Portugal,0.437965,0.532161,0.029874,0.325022,0.520836,0.154142,0.366287,0.46,0.173713,0.124268,0.248536,0.143838,empate,empate,empate,False,False,-12.435897,-4.981192,-1.454578,-2.612168,0.0
Saudi Arabia,Portugal,0.45193,0.513502,0.034568,0.33902,0.50222,0.15876,0.367774,0.46,0.172226,0.124192,0.248384,0.137658,empate,empate,empate,False,False,-11.846154,-4.895288,-3.123501,-2.466215,0.0
Panama,Belgium,0.503278,0.478341,0.018381,0.393303,0.465342,0.141355,0.397232,0.46,0.142768,0.122974,0.245948,0.124386,casa,empate,empate,True,True,-14.225641,-2.974071,-0.397963,-0.370484,0.0
Cape Verde Islands,Netherlands,0.348244,0.52494,0.126816,0.237053,0.513539,0.249408,0.263143,0.46,0.276857,0.122592,0.245183,0.150041,empate,empate,empate,False,False,-14.269231,-2.032345,-0.344471,0.07163,0.0
Qatar,Argentina,0.445288,0.451752,0.10296,0.336935,0.438103,0.224962,0.336935,0.438103,0.224962,0.122001,0.244003,0.122001,empate,empate,empate,False,False,-13.615385,-3.867593,0.084331,-0.735333,0.0
Tunisia,Brazil,0.517592,0.452831,0.029577,0.409571,0.438997,0.151432,0.409571,0.438997,0.151432,0.121855,0.243711,0.121855,casa,empate,empate,True,True,-14.730769,-2.564133,0.179311,-0.557386,0.0
Qatar,Netherlands,0.492198,0.45956,0.048242,0.384086,0.446113,0.169801,0.384086,0.446113,0.169801,0.121559,0.243117,0.121559,casa,empate,empate,True,True,-13.576923,-3.911783,-0.202653,-0.777462,0.0
Tunisia,Germany,0.485349,0.502503,0.012147,0.37684,0.490126,0.133034,0.399105,0.46,0.140895,0.120887,0.241774,0.128747,empate,empate,empate,False,False,-14.615385,-2.352431,-0.713048,-0.618611,0.0
Uzbekistan,England,0.384913,0.511566,0.103521,0.276593,0.499031,0.224376,0.298143,0.46,0.241857,0.120854,0.241708,0.138336,empate,empate,empate,False,False,-14.215385,-3.697404,-0.416079,-1.717069,0.0
Tunisia,Portugal,0.497012,0.487404,0.015584,0.389459,0.475299,0.135242,0.400815,0.46,0.139185,0.119658,0.239315,0.123601,casa,empate,empate,True,True,-13.807692,-2.35792,-0.858718,-0.060494,0.0
IR Iran,England,0.538629,0.444837,0.016534,0.432903,0.43184,0.135257,0.432903,0.43184,0.135257,0.118723,0.237445,0.118723,casa,casa,casa,False,False,-12.615385,-3.952624,-0.267615,-0.346042,0.0
South Africa,Uruguay,0.496395,0.459734,0.04387,0.390781,0.447174,0.162044,0.390781,0.447174,0.162044,0.118174,0.236348,0.118174,casa,empate,empate,True,True,-13.211538,-2.902381,-1.442313,-0.919005,0.0
South Africa,Morocco,0.419893,0.546468,0.033639,0.312856,0.535925,0.151218,0.364042,0.46,0.175958,0.117579,0.235159,0.14232,empate,empate,empate,False,False,-13.173077,-2.958506,-1.078888,-0.976207,0.0
Iraq,Uruguay,0.530327,0.449485,0.020187,0.425843,0.436858,0.137299,0.425843,0.436858,0.137299,0.117112,0.234223,0.117112,casa,empate,empate,True,True,-13.032967,-2.873393,-1.039455,-0.720632,0.0
Iraq,Morocco,0.484124,0.485796,0.030079,0.378935,0.474003,0.147062,0.389023,0.46,0.150977,0.116982,0.233964,0.120897,empate,empate,empate,False,False,-12.994505,-2.929518,-0.67603,-0.777834,0.0
Australia,England,0.478658,0.500142,0.021201,0.373215,0.488776,0.13801,0.394222,0.46,0.145778,0.116809,0.233618,0.124577,empate,empate,empate,False,False,-12.653846,-3.252594,-0.556033,0.172065,0.0
Uzbekistan,Brazil,0.404922,0.473821,0.121257,0.301581,0.460441,0.237978,0.301827,0.46,0.238173,0.116722,0.233443,0.116916,empate,empate,empate,False,False,-14.292308,-3.361356,0.447969,-1.781607,0.0
Saudi Arabia,Argentina,0.490001,0.424231,0.085767,0.386108,0.411423,0.202469,0.386108,0.411423,0.202469,0.116701,0.233402,0.116701,casa,empate,empate,True,True,-11.307692,-4.799613,-2.446546,-2.663449,0.0
Saudi Arabia,Netherlands,0.466154,0.499823,0.034023,0.360806,0.488703,0.150491,0.381061,0.46,0.158939,0.116468,0.232935,0.124916,empate,empate,empate,False,False,-11.269231,-4.843803,-2.733529,-2.705578,0.0
Jordan,Netherlands,0.465366,0.509071,0.025563,0.360326,0.497659,0.142015,0.387339,0.46,0.152661,0.116452,0.232904,0.127098,empate,empate,empate,False,False,-11.858974,-4.929706,-1.064606,-2.851532,0.0
Jordan,Argentina,0.42122,0.514894,0.063886,0.316079,0.50361,0.180311,0.343848,0.46,0.196152,0.116425,0.23285,0.132266,empate,empate,empate,False,False,-11.897436,-4.885516,-0.777622,-2.809403,0.0
South Africa,Croatia,0.454721,0.511533,0.033746,0.350381,0.50035,0.14927,0.378676,0.46,0.161324,0.115524,0.231048,0.127578,empate,empate,empate,False,False,-13.134615,-2.680948,-1.339309,-0.781371,0.0
New Zealand,Belgium,0.322193,0.623416,0.054391,0.215516,0.614651,0.169833,0.302008,0.46,0.237992,0.115443,0.230886,0.183602,empate,empate,empate,False,False,-13.346154,-2.726095,-0.359835,0.025278,0.0
Iraq,Croatia,0.502689,0.474182,0.023129,0.399795,0.462307,0.137898,0.40151,0.46,0.13849,0.114769,0.229539,0.115361,casa,empate,empate,True,True,-12.956044,-2.651961,-0.936452,-0.582998,0.0
Egypt,Spain,0.487228,0.486043,0.026729,0.385167,0.473582,0.141251,0.395105,0.46,0.144895,0.114521,0.229043,0.118166,casa,empate,empate,True,True,-14.130769,-2.474697,0.088626,-0.223144,0.0
Egypt,France,0.527371,0.45543,0.017199,0.42623,0.442228,0.131543,0.42623,0.442228,0.131543,0.114343,0.228687,0.114343,casa,empate,empate,True,True,-14.246154,-2.300718,-0.030114,-0.255653,0.0
Haiti,Belgium,0.384384,0.572634,0.042982,0.280534,0.562377,0.157089,0.346162,0.46,0.193838,0.114107,0.228215,0.150856,empate,empate,empate,False,False,-14.120879,-2.258673,-0.709342,-1.481925,0.0
IR Iran,Brazil,0.535812,0.452182,0.012007,0.434446,0.439483,0.126071,0.434446,0.439483,0.126071,0.114064,0.228129,0.114064,casa,empate,empate,True,True,-12.692308,-3.616576,0.596433,-0.41058,0.0
Uzbekistan,Germany,0.47622,0.493306,0.030474,0.37502,0.480625,0.144354,0.389913,0.46,0.150087,0.113881,0.227761,0.119613,empate,empate,empate,False,False,-14.176923,-3.149654,-0.44439,-1.842832,0.0
IR Iran,Germany,0.617078,0.3747,0.008222,0.517867,0.360457,0.121677,0.517867,0.360457,0.121677,0.113455,0.226909,0.113455,casa,casa,casa,False,False,-12.576923,-3.404874,-0.295926,-0.471805,0.0
Uzbekistan,Portugal,0.436484,0.530494,0.033022,0.335023,0.519338,0.145639,0.376382,0.46,0.163618,0.112617,0.225233,0.130596,empate,empate,empate,False,False,-13.369231,-3.155143,-0.59006,-1.284715,0.0
Australia,Brazil,0.501786,0.476796,0.021418,0.401299,0.465019,0.133681,0.405065,0.46,0.134935,0.112263,0.224526,0.113517,casa,empate,empate,True,True,-12.730769,-2.916547,0.308015,0.107527,0.0
IR Iran,Portugal,0.525207,0.464826,0.009967,0.424524,0.45331,0.122165,0.424524,0.45331,0.122165,0.112198,0.224397,0.112198,casa,empate,empate,True,True,-11.769231,-3.410363,-0.441596,0.086312,0.0
South Africa,Türkiye,0.490258,0.496972,0.01277,0.389521,0.485728,0.12475,0.409008,0.46,0.130992,0.111981,0.223961,0.118222,empate,empate,empate,False,False,-12.788462,-2.680948,-1.333149,-1.075698,0.0
Tunisia,Netherlands,0.51312,0.471845,0.015035,0.413134,0.45988,0.126987,0.413134,0.45988,0.126987,0.111952,0.223904,0.111952,casa,empate,empate,True,True,-13.230769,-2.306435,-0.468747,-0.299857,0.0
South Africa,Switzerland,0.474756,0.486955,0.038289,0.374424,0.475437,0.150139,0.385442,0.46,0.154558,0.11185,0.223701,0.116269,empate,empate,empate,False,False,-12.903846,-2.600906,-1.372528,-1.167389,0.0
Tunisia,Argentina,0.495679,0.461659,0.042662,0.396223,0.449455,0.154322,0.396223,0.449455,0.154322,0.11166,0.22332,0.11166,casa,empate,empate,True,True,-13.269231,-2.262245,-0.181763,-0.257728,0.0
Australia,Germany,0.569471,0.420942,0.009587,0.470796,0.408142,0.121062,0.470796,0.408142,0.121062,0.111475,0.222951,0.111475,casa,casa,casa,False,False,-12.615385,-2.704844,-0.584344,0.046302,0.0
Iraq,Türkiye,0.510727,0.478622,0.010651,0.410792,0.46713,0.122078,0.416289,0.46,0.123711,0.111427,0.222854,0.11306,casa,empate,empate,True,True,-12.60989,-2.651961,-0.930291,-0.877325,0.0
Iraq,Switzerland,0.539409,0.444249,0.016342,0.440864,0.431945,0.127191,0.440864,0.431945,0.127191,0.11085,0.221699,0.11085,casa,casa,casa,False,False,-12.725275,-2.571918,-0.969671,-0.969016,0.0
Bosnia and Herzegovina,Spain,0.185068,0.388805,0.426126,0.087078,0.37631,0.536612,0.087078,0.37631,0.536612,0.110486,0.220972,0.110486,fora,fora,fora,False,False,-11.730769,-2.439263,-0.114019,-0.005231,0.0
Australia,Portugal,0.530417,0.460391,0.009192,0.431492,0.449141,0.119367,0.431492,0.449141,0.119367,0.110175,0.22035,0.110175,casa,empate,empate,True,True,-11.807692,-2.710334,-0.730014,0.604419,0.0
