match_number,group,home_team,away_team,p_home_win_90,p_draw_90,p_away_win_90,p_xgb_home_win_90,p_xgb_draw_90,p_xgb_away_win_90,p_pre_draw_home_win_90,p_pre_draw_draw_90,p_pre_draw_away_win_90,p_poisson_home_win_90,p_poisson_draw_90,p_poisson_away_win_90,p_home_advances,p_away_advances,p_home_advances_if_draw,home_xg,away_xg,context_shift,home_rest_days,away_rest_days,home_travel_km,away_travel_km,neutral_order_symmetrized,squad_top26_diff,attack_strength_diff,midfield_strength_diff,defense_strength_diff,gk_strength_diff,market_value_log_diff,age_diff,tm_market_value_log_diff,tm_caps_diff,tm_recent_injury_days_diff,tm_injury_value_log_diff,tm_coverage_diff
41,J,Argentina,Austria,0.7124447973572783,0.2028709344224928,0.08468426822022887,0.7222139131692958,0.19519741542343177,0.08258867140727234,0.7124447973572782,0.2028709344224928,0.08468426822022886,0.6715833941745281,0.20954715624130996,0.11886944958416196,0.8428289105539073,0.1571710894460927,0.6426948915466375,2.2110346525441877,0.7614270210583074,0.024874473348061414,5.666666666666667,5.458333333333333,741.3922008206742,2351.9993871513757,True,5.384615384615387,8.75,5.0,1.25,8.375,1.1264932825364369,0.5384615384615401,1.2997851155313853,-0.43029396976203405,0.15817483012698386,1.2952607296998728,1.2412240749570618
42,I,France,Iraq,0.7074941526371041,0.1606870410957172,0.13181880626717873,0.679351943565397,0.17382137185614407,0.14682668457845893,0.707494152637104,0.1606870410957172,0.13181880626717868,0.8148774678352104,0.13143464505387298,0.053687887110916654,0.8229674468998435,0.17703255310015653,0.7186223199788393,2.7426414674784825,0.44095611914643507,0.008283755516016789,6.083333333333333,5.958333333333333,0.0,449.8476512457503,True,19.41758241758241,21.660714285714292,19.625,17.0,12.61363636363636,4.374334238608661,3.1208791208791204,4.01790283271318,1.0037371752182658,0.6374863334543921,3.71078194280474,4.927365161663647
43,I,Norway,Senegal,0.36317954644903955,0.3,0.3368204535509604,0.36094625294208527,0.29555393755435944,0.3434998095035553,0.362026140345161,0.30222309951264914,0.33575076014218985,0.39742314606120843,0.27864789671069845,0.32392895722809323,0.5187599693604829,0.48124003063951715,0.5186014097048111,1.4705192623454355,1.287343277738036,-0.0025,6.083333333333333,6.208333333333333,0.0,0.0,True,-0.2307692307692264,0.5,0.5,0.375,-1.625,0.40832750936007756,0.5,0.13231941792983193,0.4214422090441792,-0.1769578161437364,-0.06369293614000782,-0.25629575863111054
44,J,Jordan,Algeria,0.28059120016794803,0.30000000000000004,0.419408799832052,0.27592065108058894,0.2976654381255675,0.42641391079384355,0.27529085373377415,0.31322294676989476,0.41148619949633103,0.25592804239259237,0.27117243139172253,0.4728995262156852,0.4100342814744068,0.5899657185255932,0.4314769376881958,1.0377012725922952,1.7135718203504537,0.026775793278994053,5.958333333333333,6.166666666666667,0.0,2406.6357735513902,True,-5.820512820512832,-9.75,-4.75,1.375,-8.666666666666671,-3.272535250389879,-2.051282051282051,-3.872031100839777,-0.8997411662931194,-2.6079667425452273,-3.7242379244590467,-3.6822787700825845
45,K,Portugal,Uzbekistan,0.6847458578258857,0.21175788635351042,0.10349625582060383,0.6870430589068733,0.2066469767932923,0.10630996429983433,0.6847458578258857,0.21175788635351042,0.10349625582060382,0.6792423058478817,0.20250505210774897,0.1182526420443694,0.8252692819591669,0.17473071804083307,0.6636042064506168,2.343950067641132,0.6695087380520243,0.02417907718126515,6.0,5.583333333333333,0.0,1232.4467437280296,True,13.369230769230768,12.875,18.04166666666667,9.625,7.224999999999994,3.54309531725378,3.8999999999999986,3.155143093676923,0.5900603620589937,1.284714568301971,4.801905150951587,4.972527005447597
46,L,England,Ghana,0.7937505951417522,0.13746027829416976,0.06878912656407805,0.8070737063357702,0.13200906565778653,0.06091722800644317,0.7937505951417522,0.13746027829416976,0.06878912656407814,0.8675630202427089,0.09868260198426543,0.03375437777302567,0.891933776065746,0.10806622393425402,0.7142658384109943,2.86409814136021,0.5602334879275885,-0.021398015711064027,5.958333333333333,5.875,2508.965354303708,715.0456138135435,True,8.42307692307692,8.25,7.375,5.625,11.916666666666671,1.7707989629891259,-0.1153846153846132,1.1700712514713558,0.3432519236065916,-0.29884403511715174,1.2799819147927174,2.11564529357843
47,L,Panama,Croatia,0.15037075704703634,0.26739498905292475,0.5822342539000389,0.14587186494278706,0.2502441145516055,0.6038840205056074,0.15037075704703634,0.26739498905292475,0.5822342539000389,0.1602668218959013,0.2343003544998979,0.6054328236042008,0.2475576035591029,0.752442396440897,0.36345799469275253,0.728870405892124,2.0951860620670453,0.023131683285935387,6.0,6.083333333333333,0.0,1928.7605518690482,True,-11.917948717948718,-13.875,-14.875,-11.910714285714292,-3.25,-2.9079523110880636,-2.0128205128205146,-2.459588815674284,-0.37870259191455347,-0.2651236235550929,-3.032486925209927,-3.281067845124648
48,K,Colombia,Congo DR,0.7896930031208275,0.1318567150231854,0.07845028185598715,0.792649969595485,0.12440464786431477,0.08294538254020023,0.7896930031208276,0.1318567150231854,0.07845028185598711,0.7678496182362968,0.15798051407085367,0.07416986769284953,0.8769166955620706,0.12308330443792936,0.6615036058338472,2.32724740265522,0.6764612083303945,0.0027666165610232066,6.0,6.416666666666667,459.15368502576496,1322.4831212534964,True,4.653846153846146,4.25,5.0,4.125,4.625,0.7890025513032732,3.0,-0.4251701783259527,-0.2761971225848834,-0.12988013283214528,-1.1733089131815504,-0.38574328562799565
49,B,Switzerland,Canada,0.4432842936630787,0.3,0.25671570633692126,0.4861248655039797,0.2844309700195636,0.2294441644764567,0.44148409976284364,0.3028427258718135,0.255673174365343,0.48345796681567677,0.26898774116452423,0.24755429201979906,0.6115439814420103,0.3884560185579897,0.560865625929772,1.652642625627608,1.055124765248274,-0.11988723860501169,6.0,5.875,1741.2296692786865,0.0,True,5.192307692307693,2.25,4.25,1.25,10.25,0.6061011949961674,1.1538461538461533,0.23578930981103952,0.18192559559297816,0.46746907958163586,0.6751215697820285,1.3965818951170608
50,B,Bosnia and Herzegovina,Qatar,0.42287546947954513,0.27957551080336723,0.2975490197170876,0.4293654326999997,0.27229042756990235,0.29834413973009793,0.42287546947954513,0.27957551080336723,0.29754901971708764,0.4959319003197874,0.264025883850626,0.24004221582958662,0.5774093792132294,0.42259062078677057,0.5527447997488308,1.6412593024340518,1.1209845141063979,-0.014631993924230353,6.0,5.875,1537.1251042836814,204.63668795465372,True,4.384615384615387,5.375,1.0,3.875,-0.75,18.56439141028005,-0.6538461538461569,2.07944149966303,0.06100210851451138,0.7197209320124589,3.283797140245589,0.6685557774226227
51,C,Scotland,Brazil,0.13648837673472616,0.24637460720980592,0.617137016055468,0.128500504367046,0.2358756328243668,0.6356238628085872,0.13648837673472614,0.24637460720980592,0.6171370160554679,0.16674226957779567,0.24555133119978328,0.5877063992224211,0.2298471184934018,0.7701528815065982,0.3789300480920661,0.8610257450431957,2.083927465507606,-0.002562404081373987,5.0,4.875,2027.8269916677561,1634.084452005335,True,-8.192307692307693,-10.0,-5.0,-7.625,-14.625,-1.6240367085754386,1.0,-1.1383676643117724,0.5581833281574609,0.04000533461369926,-1.3789638048457782,-1.6939241741774147
52,C,Morocco,Haiti,0.7134455968138367,0.20256708120949318,0.08398732197667011,0.7279593185791525,0.19389873309659808,0.07814194832424935,0.7134455968138367,0.20256708120949318,0.08398732197667017,0.7316391983229195,0.17830669008115974,0.09005411159592092,0.8472369237341412,0.15276307626585883,0.6604791169496025,2.323386157597841,0.6829655935447478,-0.003281411152768103,5.0,4.875,1521.0087898866072,1071.3434780046437,True,11.85164835164835,11.25,11.75,14.375,2.4000000000000057,3.1968705699661477,-0.40109890109890145,2.021748773973865,0.42965983669522156,1.571399598562743,2.563688371899861,2.239696004445112
53,A,Czechia,Mexico,0.20599488074137062,0.3,0.4940051192586294,0.2428238484473813,0.3023314647550245,0.45484468679759416,0.20252450652073883,0.31179282682025594,0.48568266665900517,0.24089376390746173,0.2737871824892435,0.4853190536032947,0.33901461408412803,0.660985385915872,0.44339911114252467,1.1479412208916675,1.7115867818143622,-0.11249220882255336,6.458333333333333,6.0,2143.732889742877,459.15368502576496,True,0.0769230769230802,-1.75,-0.75,0.375,5.589285714285708,0.7017945434298696,0.6923076923076934,-0.22103606793089625,0.19044696423787144,-0.2629020434532938,-0.6868111684889939,-0.9909908631618185
54,A,South Africa,Korea Republic,0.13185205875497874,0.25440000988675493,0.6137479313582663,0.12718911888893367,0.24977514985865037,0.623035731252416,0.1318520587549787,0.25440000988675493,0.6137479313582662,0.16144175183874193,0.23082405197695088,0.6077341961843071,0.22506014826352871,0.7749398517364713,0.36638398540173467,0.7880336022248,2.137531447670189,-0.004661163509108755,6.458333333333333,6.0,1745.47065592772,669.9727533674097,True,-8.557692307692307,-10.785714285714292,-8.5,-4.958333333333329,-2.693181818181813,-2.0044251453792405,-4.120192307692307,-1.7113700689744604,-1.2704625455947687,-0.9057499354683722,-2.3951700146879222,-1.8279690730983242
55,E,Curaçao,Côte d'Ivoire,0.12204724746858128,0.22739306546603935,0.6505596870653794,0.11775527324907889,0.21758190866681798,0.6646628180841031,0.12204724746858128,0.22739306546603935,0.6505596870653794,0.1365454247122762,0.2202321096524682,0.6432224656352556,0.20522013232600522,0.7947798676739948,0.36576702410410855,0.8087220498595009,2.171620822486653,-0.018426620545332735,4.791666666666667,5.0,1666.5320280640094,557.424504167759,True,-12.582051282051282,-14.350000000000001,-10.375,-13.30357142857143,-13.0,-2.971152247923964,-3.125641025641027,-1.457398047279927,-0.24093705962840328,-0.7050520830662643,-1.7259884527401361,-2.0529019864452236
56,E,Ecuador,Germany,0.362328378673335,0.26668695650333124,0.3709846648233338,0.37437801620927474,0.25432445487863503,0.37129752891209017,0.362328378673335,0.26668695650333124,0.3709846648233338,0.3771864810853592,0.28588927929093366,0.3369242396237072,0.4827524711613813,0.5172475288386187,0.4515559893404162,1.162277595221183,1.6419464577707008,-0.0041666666666666605,4.791666666666667,5.0,0.0,0.0,True,-10.0,-11.5,-8.25,-7.875,-14.25,-1.2605528089335678,-0.9615384615384635,-1.16234379406335,-0.6768601755852464,-0.23566918100751355,-2.8286813370966364,-3.479069433669191
57,F,Japan,Sweden,0.5709482392693734,0.2678739160955469,0.16117784463507967,0.5875037312507629,0.2614591270685196,0.15103714168071747,0.5709482392693733,0.2678739160955469,0.1611778446350797,0.5139649538616093,0.2653703426465429,0.22066470349184775,0.7218478452523618,0.2781521547476382,0.5633232536502901,1.7662649638715124,1.1330291209526355,-0.01622345196443436,4.75,5.25,845.6764385279015,361.6301746274515,True,-0.423076923076934,-1.875,1.5,0.125,-3.75,-0.4470498874471325,1.0769230769230766,-0.49442253996358687,0.26099667609374677,0.280686506593236,-0.7820283640927777,-0.12048063642903184
58,F,Tunisia,Netherlands,0.11259384812537697,0.19943532046127993,0.687970831413343,0.12001512944698334,0.19698534905910492,0.6829995214939117,0.11259384812537696,0.19943532046127993,0.687970831413343,0.11142156195118125,0.19787890818314452,0.6906995298656742,0.17853866371087707,0.821461336289123,0.3306576559907963,0.6385803192782508,2.3733714456241373,-0.017053999296471625,4.75,5.25,1585.1391941617264,1036.4948044361556,True,-13.230769230769226,-11.25,-10.75,-14.375,-3.8409090909090935,-2.463155849323158,-1.5,-2.3064349446968997,-0.46874655805568466,-0.29985709832705965,-2.505484120573321,-2.5121827663065694
59,D,Türkiye,USA,0.45596023003568775,0.3,0.24403976996431223,0.5019600800439685,0.28541185388669915,0.2126280660693323,0.44733287832466223,0.3132448968131393,0.2394222248621986,0.51700916842266,0.26051234073621626,0.22247849084112375,0.6217180758240645,0.37828192417593554,0.5525261526279225,1.6414451623755895,1.1232131178992248,-0.09472690987981369,5.916666666666667,6.291666666666667,543.6625393803009,1537.1251042836814,True,1.2307692307692264,1.25,0.625,0.0,4.5,0.17641767527223706,1.53846153846154,-0.16507974998783936,-0.15429779273668132,-0.1031063212404506,-0.4653815307999096,0.3671882918516598
60,D,Paraguay,Australia,0.4236840220069253,0.30000000000000004,0.2763159779930748,0.42142940195544665,0.30627646008545845,0.2722941379590949,0.41905789857457276,0.30764316385429763,0.2732989375711296,0.4681307364128472,0.270271875619413,0.2615973879677399,0.584299430501435,0.41570056949856504,0.5353846949816987,1.594278372597976,1.2430114755595787,0.006552070523943538,5.916666666666667,6.291666666666667,0.0,1092.938818528942,True,2.8461538461538396,3.75,3.125,3.125,-0.625,0.7170977961229958,0.9230769230769234,0.8670889524185696,-0.44757659345829115,-0.6604682163369233,0.381801917580173,-1.2162053727615705
61,I,Norway,France,0.17281080211159106,0.3,0.5271891978884089,0.1700408197185214,0.29927612172195045,0.5306830585595281,0.17088160016187454,0.3078145656886052,0.5213038341495203,0.19072001724941695,0.27421117445362087,0.5350688082969622,0.2938990847570297,0.7061009152429703,0.4036276088181288,0.8648920517680448,1.8107679388457618,0.003283755516016789,3.7916666666666665,3.9166666666666665,0.0,449.8476512457503,True,-8.038461538461533,-7.625,-7.0,-8.625,-9.375,-1.1545903850113781,0.8076923076923066,-1.0024528508377912,-0.003835095783942144,-0.17527572996075236,-0.9215993276387735,-2.533674520147308
62,I,Senegal,Iraq,0.6092470716439919,0.24967767247346317,0.1410752558825449,0.6182505374625485,0.2407992106914285,0.14095025184602297,0.6092470716439918,0.24967767247346317,0.14107525588254494,0.6036545058643146,0.2326742199925631,0.1636712741431224,0.7670767256304278,0.23292327436957216,0.6321336322262084,2.107207693011043,0.778075114563413,0.0046668864821569,3.7916666666666665,3.9166666666666665,0.0,557.424504167759,True,11.609890109890102,13.535714285714292,12.125,8.0,4.86363636363636,2.8114163442372053,3.428571428571427,2.8831305639455564,0.5784598703901445,0.6391684196373761,2.8528755513059743,2.6499864001474496
63,H,Cabo Verde,Saudi Arabia,0.2880305914912383,0.2985587608685269,0.41341064764023483,0.3002002090215683,0.2885928452014923,0.4112069457769394,0.2880305914912383,0.2985587608685269,0.41341064764023483,0.2928301829239794,0.2757009247913127,0.43146889228470797,0.42506946470695434,0.5749305352930456,0.45900134639178247,1.1622178204419964,1.5650392145546486,-0.010686580625936585,5.125,5.375,1549.35955337738,1107.069949137868,True,-3.0,-1.5,-3.875,-2.5,10.5,-0.32140197900161027,-1.1538461538461533,2.8114574765193225,2.3890586909978726,2.777207668096075,3.9636001107469028,2.9322188678316654
64,H,Uruguay,Spain,0.11178016727912536,0.22666936335999588,0.6615504693608788,0.10600006027519389,0.21686042459291985,0.6771395151318863,0.11178016727912535,0.22666936335999585,0.6615504693608788,0.15230445822239277,0.2315810574849556,0.6161144842926517,0.19538276556813028,0.8046172344318697,0.3688306044087106,0.8134055592845915,2.1413984079992994,-0.0057460009249880135,5.166666666666667,5.416666666666667,2422.1619236380834,2364.139629472349,True,-6.269230769230759,-7.5,-5.75,-3.875,-9.5,-1.1090873694453975,2.26923076923077,-1.318488929403582,0.15445851421478984,0.1156551694893464,-1.2704469227833428,-2.8247542494867846
65,G,Egypt,IR Iran,0.23900330797104652,0.29817968496416725,0.4628170070647862,0.22933337666590975,0.2901565410930176,0.4805100822410726,0.23900330797104652,0.29817968496416725,0.46281700706478623,0.30596987934972497,0.27269270293056225,0.4213374177197128,0.37887914040354326,0.6211208595964568,0.4690991354736519,1.325890208705514,1.6362282775006696,0.012131993924230353,5.083333333333333,5.333333333333333,204.63668795465372,1537.1251042836814,True,-0.4000000000000057,0.2666666666666657,5.0,2.25,2.5999999999999943,1.8930848198574601,-2.3000000000000007,1.4911022165077377,0.11261887810814919,-0.12260232209233202,-0.045815640173142214,0.23309388216737847
66,G,New Zealand,Belgium,0.0742003072596267,0.21064579005194767,0.7151539026884257,0.07445571171322572,0.20356345100863482,0.7219808372781394,0.07420030725962669,0.21064579005194767,0.7151539026884256,0.08452587074870191,0.16903704394932856,0.7464370853019695,0.14090686203660563,0.8590931379633944,0.3166764204522119,0.5856677436934834,2.4782374156940636,0.017387238605011682,5.083333333333333,5.333333333333333,0.0,1741.2296692786865,True,-13.346153846153854,-13.125,-13.0,-9.25,-18.125,-2.5169334967557226,0.0,-2.7260952289207303,-0.3598354120198062,0.025277807184268752,-3.539774189611034,-3.0914410979719262
67,L,Panama,England,0.08189495038689097,0.1765651916354527,0.7415398579776563,0.07709342184673115,0.1649761491072835,0.7579304290459853,0.08189495038689097,0.1765651916354527,0.7415398579776563,0.09963211272417756,0.1866368320128775,0.713731055262945,0.13392051989873147,0.8660794801012686,0.29465360091617415,0.4571153043675482,2.582747229134324,-0.0025000000000000087,3.9166666666666665,4.041666666666667,0.0,0.0,True,-17.148717948717945,-21.25,-19.625,-17.410714285714292,-7.25,-4.145813851246441,-0.2820512820512846,-3.986335010351773,-0.570869755315722,-0.5326029886893542,-4.7553328859640445,-4.9164772281316065
68,L,Croatia,Ghana,0.7475816221624292,0.1566906772625656,0.0957277005750052,0.7443029693410242,0.15583151066052184,0.09986551999845386,0.7475816221624292,0.1566906772625656,0.09572770057500521,0.7901660550909994,0.14641367721835002,0.06342026769065069,0.8511438137483308,0.1488561862516692,0.660933971281285,2.3982587738478065,0.7335881452601343,-0.0038831309661401204,3.9166666666666665,4.041666666666667,557.424504167759,449.8476512457503,True,3.1923076923076934,0.875,2.625,0.125,7.916666666666671,0.5329374228307486,1.6153846153846168,-0.3566749432061336,0.15108476020542305,-0.566323400251413,-0.44286404596140017,0.48023591057147197
69,K,Colombia,Portugal,0.354431186202165,0.26831532389373314,0.37725348990410185,0.3698343540703409,0.2548278310124253,0.37533781491723384,0.35443118620216496,0.26831532389373314,0.3772534899041018,0.3665421042859451,0.2866980077906072,0.34675988792344775,0.4820065227362231,0.5179934772637769,0.47546794824355443,1.2534416708218938,1.4948285933424545,-0.019555078093828098,3.8125,4.229166666666667,2422.1619236380834,1549.35955337738,True,-5.15384615384616,-2.125,-6.125,-4.25,-5.0,-1.133568988434643,2.4230769230769234,-1.0029703773137868,-0.8322705759624682,0.28532079626610063,-1.346474589923698,-1.9034634588080568
70,K,Congo DR,Uzbekistan,0.263172200330531,0.29627478444299815,0.44055301522647083,0.2704864889383316,0.28557080030441284,0.44394271075725555,0.263172200330531,0.29627478444299815,0.4405530152264708,0.2791958697193577,0.272970751407585,0.4478333788730573,0.4048855212007084,0.5951144787992916,0.47831718496260467,1.3146396274147572,1.5299481731751672,-0.024495657794776665,3.8125,4.229166666666667,2364.139629472349,1107.069949137868,True,3.5615384615384613,6.5,6.916666666666671,1.25,-2.4000000000000057,1.6205237775158636,3.323076923076922,2.577342894689089,0.033986908681408856,1.6999154974002169,4.628739474209439,3.4548068322675363
71,J,Algeria,Austria,0.269419157497364,0.2925291882999327,0.43805165420270337,0.2943528785460126,0.2909654571259835,0.4146816643280039,0.26941915749736395,0.2925291882999327,0.4380516542027032,0.29859736490887584,0.2768046370905935,0.4245979980005307,0.40610381442106347,0.5938961855789365,0.4672513458163209,1.2535693218849688,1.57847549295746,-0.03141027450653778,4.875,5.375,2406.6357735513902,741.3922008206742,True,-0.6923076923076792,2.625,0.375,-5.25,7.5,-0.025913485367148326,-0.6153846153846168,0.2862999013078422,-0.3081752196641885,-0.0432611226902857,0.18839574228556089,-0.185627344928454
72,J,Jordan,Argentina,0.05539370489504388,0.12499146235370182,0.8196148327512544,0.05373743176460266,0.12165969610214233,0.824602872133255,0.05539370489504389,0.1249914623537018,0.8196148327512544,0.04789459942260203,0.12368757983062396,0.8284178207467741,0.08978184691305463,0.9102181530869453,0.2751239274303306,0.39859540016952033,2.7658214734520357,-0.04023999212051768,4.875,5.375,2351.9993871513757,0.0,True,-11.897435897435898,-15.875,-9.375,-5.125,-9.541666666666671,-4.424942018293464,-3.205128205128208,-4.88551631506332,-0.7776224161952738,-2.809402695362497,-4.831102911873359,-5.1091301899681
